eval_count,similarity
100,0.11145636314508245
200,0.11221029342423695
300,0.1134031010593321
400,0.11434934070096027
500,0.11563907526116746
600,0.11858105194567381
700,0.12196203654424836
800,0.12276663921983566
900,0.1256830046109028
1000,0.13611914687667565
1100,0.14562764042034274
1200,0.14669796223193704
1300,0.1491826598514753
1400,0.15914965855164026
1500,0.1679355127630981
1600,0.1750130817859131
1700,0.1821942816760408
1800,0.18802704550634297
1900,0.19612970711296793
2000,0.20892775742431682
2100,0.229634440526995
2200,0.24836929252383153
2300,0.28268914473685036
2400,0.3064939568060323
2500,0.3046078865751082
2600,0.3414829327520152
2700,0.3649258352746943
2800,0.3643349231584599
2900,0.3693258125167952
3000,0.3683803173280219
3100,0.3591745515760253
3200,0.4085237026277662
3300,0.4203607459492579
3400,0.513506784513874
3500,0.6005240937545417
3600,0.6674397281699916
3700,0.7086817088535017
3800,0.7828314777327949
3900,0.6876528117359303
4000,0.667475728155333
4100,0.5866040955631358
4200,0.48730064973418835
4300,0.4646316738003934
4400,0.47645632002463395
4500,0.5040938531101028
4600,0.5474210386623004
4700,0.6008448242377092
4800,0.6275354969574002
4900,0.5911718339464018
5000,0.6373281145388024
5100,0.7140796306982046
5200,0.7300454250486595
5300,0.7266161705125852
5400,0.7539295723163073
5500,0.7732441889527588
5600,0.8076094759511862
5700,0.8029457565533391
5800,0.7782039994969167
5900,0.7475534613990477
6000,0.7373972112978119
6100,0.7205240174672379
6200,0.6777108433734806
6300,0.6782680186352312
6400,0.7396449704141912
6500,0.7402201220241534
6600,0.7767873956437127
6700,0.7559560171044539
6800,0.7644551519644127
6900,0.7689200944451309
7000,0.8401221995926682
7100,0.7925072046109541
7200,0.7829305327090962
7300,0.7792330457779724
7400,0.7875644370903055
7500,0.7727613338328948
7600,0.8284796143803967
7700,0.7742117117117097
7800,0.7341163908168619
7900,0.787664693526829
8000,0.7732441889527557
8100,0.7687767907063363
8200,0.7874141002799704
8300,0.7780572147123535
8400,0.7931167083253209
8500,0.8033106134371981
8600,0.8035192519966265
8700,0.7833765904918628
8800,0.7704519985057848
8900,0.7157316367842576
9000,0.704967528768358
9100,0.6923464249748109
9200,0.6909933552962099
9300,0.7046865212687106
9400,0.6831355230471876
9500,0.7073853892763102
9600,0.7075471698113097
9700,0.7179740078904493
9800,0.773921200750468
9900,0.7829305327090972
10000,0.7917466410748587
