eval_count,similarity
100,0.11143026941361582
200,0.11140619373423218
300,0.11140218213242695
400,0.11139315708459137
500,0.11138112596191448
600,0.11138513604736688
700,0.11136107986500345
800,0.11137310665717333
900,0.1113861386138479
1000,0.1114282627095617
1100,0.11145335170623602
1200,0.11146037865003249
1300,0.11148749087828275
1400,0.1114593747466698
1500,0.11144933670757048
1600,0.11145636314508245
1700,0.11145636314508245
1800,0.11147041867837523
1900,0.11146339046862817
2000,0.11146238651101116
2100,0.11249693190184407
2200,0.11425748790485107
2300,0.11648922651152252
2400,0.11903731278675891
2500,0.11985704323569175
2600,0.12163835810331372
2700,0.12496087083841219
2800,0.12987490029804502
2900,0.1328958955303914
3000,0.13786611111729083
3100,0.1410079648135198
3200,0.14119298085479393
3300,0.1394884858595234
3400,0.1366421906917601
3500,0.13938322220219113
3600,0.14388029159738427
3700,0.1502750488773336
3800,0.15475907607267972
3900,0.16868635923719602
4000,0.18150484012907317
4100,0.18204954689890374
4200,0.18449771893729508
4300,0.19220315290828538
4400,0.19695691617194888
4500,0.19723315748369963
4600,0.19704158970765784
4700,0.19803168506960608
4800,0.20040485829958946
4900,0.19937167713871026
5000,0.19770265520656444
5100,0.19760163510362713
5200,0.19684100019087208
5300,0.202298437193484
5400,0.20298864903877253
5500,0.206570183784863
5600,0.21001985642278628
5700,0.20960010839924487
5800,0.21098305315920013
5900,0.21761302688729495
6000,0.21723865531466313
6100,0.2176895878410435
6200,0.21534097830058682
6300,0.22215241001705063
6400,0.22319415637117387
6500,0.23459270914295183
6600,0.24196859785307712
6700,0.24522431832593491
6800,0.24348732882102891
6900,0.27079367163395995
7000,0.2801168002173061
7100,0.3026634382566655
7200,0.31751937188895973
7300,0.35597169485675645
7400,0.41694743935310485
7500,0.47698889916743503
7600,0.5455146572625035
7700,0.6233000906618249
7800,0.5947803518215842
7900,0.6125631125631033
8000,0.6174841574771638
8100,0.6290666937779514
8200,0.627249227026199
8300,0.6466530804201187
8400,0.6521051799546735
8500,0.6769323341173765
8600,0.6926952141057836
8700,0.7464262018215747
8800,0.7979752385865386
8900,0.8076094759511865
9000,0.8284241531664224
9100,0.792710268400488
9200,0.8073987081620694
9300,0.7924057117244057
9400,0.8452291510142741
9500,0.812487689580464
9600,0.8074513897951207
9700,0.7925579608044109
9800,0.7781061368209218
9900,0.7977180429317345
10000,0.7645968489341914
