eval_count,LS_avg_improvement,LS_successful_rate
200,3.635720575224829,0.7
300,1.2582239925195118,0.5
400,1.264349164923201,0.5
500,1.4461049144464906,0.55
600,0.09754773651913702,0.2
700,0.17242706706212818,0.2
800,0.1974020992862197,0.2
900,0.03017335382980022,0.1
1000,0.9562373519489735,0.25
1100,1.3663853700992559,0.15
1200,0.12606278689064024,0.15
1300,0.3707619774922534,0.2
1400,0.43038599290092494,0.15
1500,0.18971889051133636,0.15
1600,0.3700367544331538,0.1
1700,0.0,0.0
1800,0.18492580848487333,0.1
1900,0.1792519423617973,0.1
2000,0.4450820191176442,0.05
