eval_count,LS_avg_improvement,LS_successful_rate
300,6.999825856607571,0.53
500,9.628649939908389,0.62
700,10.113284830097596,0.54
900,9.082405891867278,0.57
1100,9.26305929808158,0.54
1300,13.82252683516456,0.63
1500,8.009424596882466,0.43
1700,8.582607522525835,0.45
1900,8.33400916957027,0.48
2100,10.008502436969355,0.58
2300,13.439544314702491,0.51
2500,10.868339192815943,0.49
2700,6.996785932775417,0.35
2900,11.905945938425667,0.46
3100,10.785160312951472,0.49
3300,11.786818361448132,0.51
3500,6.9182891316590265,0.36
3700,7.806623080445848,0.39
3900,12.361786997111114,0.5
4100,13.382371379816028,0.5
4300,8.12475404513388,0.43
4500,10.565620840168219,0.49
4700,11.470048668671538,0.47
4900,10.566867293874393,0.43
5100,11.603177429329941,0.48
5300,8.00984333577219,0.49
5500,9.293080932813604,0.46
5700,11.020625714549277,0.46
5900,15.806092489969114,0.6
6100,8.67661283522443,0.43
6300,10.510582836812528,0.51
6500,12.250622058640225,0.43
6700,11.741205920705506,0.45
6900,9.701883042747143,0.47
7100,8.002218106270883,0.38
7300,13.24491538329608,0.55
7500,9.73801127812249,0.46
7700,15.933221818311713,0.59
7900,10.281832314926996,0.46
8100,8.506359659364751,0.39
8300,8.863166209914842,0.41
8500,11.379342330680226,0.46
8700,7.889718129189576,0.4
8900,10.241608358417414,0.47
9100,8.796451864978927,0.54
9300,4.9798609970726115,0.33
9500,10.319326321864603,0.43
9700,14.4760631796152,0.56
9900,6.246318932469812,0.32
10000,1.5622093265550174,0.1
