eval_count,LS_avg_improvement,LS_successful_rate
700,0.8582094805263994,0.61
800,0.12792214787505832,0.15
900,0.3528853534009878,0.14
1000,0.7867500957852794,0.17
1100,0.4096324899561485,0.13
1700,3.365817052179689,0.41
1800,0.015530425974741711,0.03
1900,0.03507860294200938,0.09
2000,0.11214030321005981,0.06
2100,0.2094930449962733,0.12
2700,4.33561515638279,0.41
2800,0.07609042169391131,0.03
2900,0.18048268845301088,0.06
3000,0.213608966151933,0.07
3100,0.05478709375342192,0.05
3700,3.3158454363817045,0.36
3800,0.10897371526592714,0.06
3900,0.26682848335806186,0.1
4000,0.29021545497558643,0.09
4100,0.14940069571887254,0.06
4700,1.9690688239414624,0.3
4800,0.1611369524479187,0.04
4900,0.24583450787891814,0.07
5000,0.10816723516880575,0.03
5100,0.2098807799561814,0.06
5700,3.443521606378849,0.27
5800,0.1000364017364663,0.02
5900,0.22799623406564357,0.04
6000,0.3198772600718329,0.07
6100,0.20431376704074503,0.09
6700,4.586942953041905,0.5
6800,0.15170659765050393,0.05
6900,0.11039713063384962,0.07
7000,0.18871617793379747,0.06
7100,0.39729691612829315,0.08
7700,1.9231918759857993,0.26
7800,0.24365343762078281,0.07
7900,0.033646566618180246,0.02
8000,0.18011179603747607,0.06
8100,0.07393245388945488,0.03
8700,2.0629720441416652,0.3
8800,0.184353726181954,0.07
8900,0.13927931534950388,0.02
9000,0.12577170400364385,0.08
9100,0.262736554958704,0.07
9700,2.0684581063149805,0.25
9800,0.13491391486640716,0.05
9900,0.24228454740053768,0.06
10000,0.21934984093752052,0.07
10000,0.0,0.0
