eval_count,score
100,5.0912329728568935
300,5.862735867116561
500,6.978949104955316
600,19.135123802787824
700,21.788474644410126
800,46.14769638471422
1100,46.490258434799784
1200,46.503713030762434
1300,47.9673231182187
1600,56.36648201169421
1700,66.75010277726604
1800,67.92957835630764
1900,86.09128670387278
2300,86.28414155263181
2400,86.612173707324
3200,88.31781305630454
3300,88.45640934749342
3400,91.06864461152874
4400,92.83240955380822
5200,93.81617599660319
5300,94.06998158977345
5500,99.21965200544015
6400,103.61354325115028
6500,108.16087432680348
8600,108.56469502045633
9300,112.50530665104958
10000,112.50530665104958
