eval_count,score
100,3.589639631003688
200,13.833231356708286
600,45.64131248946814
1200,66.10422663978196
1300,96.74949415379747
2000,113.15441087499997
2100,125.98683647010861
2700,128.5337957893562
3100,193.58420891477766
4600,193.6208339831226
5100,195.10087350235656
5200,195.1402841876382
5300,195.15856041866212
5800,206.41027294601366
6100,309.19602102352286
6400,313.1803686700216
6600,314.3652473695712
6700,314.56885246625325
6800,315.15973931101865
6900,315.64638392459307
9400,321.15451045469064
9500,342.2810688701567
9700,343.6747006282456
9800,345.78017488369215
10000,345.78017488369215
