eval_count,score
100,4.446855257608281
300,14.638910831436924
800,16.27560419647349
1000,17.449748799377925
1300,17.642258664948482
1400,17.859114510243536
1700,29.80550410299643
2400,84.63256627195844
2500,91.76763470143764
3900,118.38814835003622
4300,119.58289235156515
4400,121.94272607585164
4500,158.00910767011308
4600,172.14043965655367
4700,214.70055940081767
4800,229.4304763473278
5300,298.561987026172
5400,307.35655550227403
5500,313.11578856388184
5700,315.7419419515348
6300,316.36885099656513
6700,335.6815756340357
7000,336.6240257557759
7200,337.72134031120515
7500,338.31817590672296
10000,338.31817590672296
