eval_count,score
100,3.522652326580439
200,5.4708883206563215
500,21.160840264310863
800,61.05522953378413
900,71.58561832551433
1400,74.11547251963144
1700,75.15754935532604
2200,75.99489705479637
2700,98.16163900224713
2800,112.4579897473989
3200,122.05212664473105
3600,136.0895249606061
4000,137.93581016836612
4200,139.62588170995923
4300,140.80508044858368
4400,167.30604993152332
4500,168.14658890185726
4600,170.21378192570256
5500,170.2238158791708
10000,170.2238158791708
