eval_count,score
100,3.8433124754647303
400,3.8856467659911655
500,10.197332942835097
600,15.535251924223125
700,22.72500999739553
1000,77.54007645970063
1100,83.4863613891493
1200,84.93178487525579
1400,94.58826799718042
1900,97.2217336819189
2100,98.35308554764248
2200,98.86655996319318
2700,99.01039341035288
2900,103.137067901074
3200,122.27383860146
3300,125.71928301384152
4000,157.95090373733353
4100,196.7187003595449
4200,209.96416682870145
4400,236.80372516728184
4500,304.88276400394403
5600,315.93274724452243
5700,316.11752815050744
5900,324.69515402932325
6400,327.1297405444485
10000,327.1297405444485
