eval_count,score
100,3.4071228670514904
300,3.699814857075685
500,3.888270930504897
700,4.139318178110685
800,8.027815617638673
1000,10.026921336415256
1200,45.25609195665817
1900,51.01738491063444
2000,57.47149338850196
2100,64.29426413590413
2200,69.63761837481141
2400,70.75164222360733
2500,92.78393860810792
2700,93.2341863350787
2800,93.55485133808473
3000,95.17903764271003
3100,116.77672006858124
3600,146.71552728953722
3900,162.1406440818028
4000,166.2806085569858
4200,172.71901425965646
4500,174.65799342593715
4600,204.0092552637775
4900,211.67483749043006
5100,231.28989030132246
5400,232.06672697575527
5500,259.55405613477575
5900,283.9439433791102
6400,302.27721720344573
6600,312.3811604400825
6700,313.7658079544401
7000,337.16872571492837
7100,340.70426442274146
7300,342.7271094720905
7700,343.0946091841246
10000,343.0946091841246
