eval_count,score
100,4.384726047115243
300,16.95799626162494
400,19.893372561961993
900,20.880264870709283
1400,33.35545646604402
1500,62.64242144421332
2100,67.55285628197423
2200,76.39501462555596
2600,108.40245528791573
3000,123.96877843901902
3100,138.5482906839011
3300,138.98908923818405
3800,143.8431398405777
4200,146.21563521342995
4300,156.98178783763794
4400,165.00541434576155
5000,166.07016386189056
5500,175.39562637326014
5600,179.7905297897267
5700,180.64064733025566
6100,181.13630814305776
6200,231.1827564667733
7000,234.1054357699404
7100,249.95707387422692
7300,252.3546775365723
8000,252.44507794323434
10000,252.44507794323434
