eval_count,score
100,3.3116362594201303
200,3.6489919502185595
300,3.732973133386217
500,16.105980300545752
600,35.049321262050626
700,75.21229569432163
900,94.6357774063291
1600,95.52786833579387
1700,95.66857825961007
1900,137.29791439206969
2500,151.45487676607573
2700,258.65167670116267
3500,333.00723414085985
4100,343.4112651618001
4600,345.1475978587422
4700,348.96995715020347
4800,352.5088227662657
5000,423.692739119617
6000,425.37323648203363
6100,441.87373934606137
6700,481.1122588436281
6800,494.393833285472
7300,499.88518285927194
7400,503.90688662555
7900,503.95814160640947
8400,504.0505780022346
10000,504.0505780022346
