eval_count,score
100,5.651954976355949
400,5.920658413221576
500,11.0348428628849
1200,13.314639496600936
1500,14.230692556959657
1900,21.260638526623026
2100,39.121699775779746
3000,39.20949974787994
3200,40.04978396702905
3300,40.248390055273376
3400,47.3378508214886
3500,47.360046334654555
3600,48.28249943127571
3800,61.91228507631158
3900,68.57885367068668
4000,69.85529267049063
4100,73.33991213038148
4200,76.46163684104803
4300,81.74436955096247
4600,81.88199889887386
4800,87.93674804081562
5100,88.0255082118249
5200,89.00990020861407
5300,93.84068003136258
5400,95.7812717339153
5700,102.41526727323986
6400,102.59699175475106
6700,102.79213419986469
7500,102.84773324908133
8000,103.15553280304631
8800,103.22913090313494
9800,103.35894720413795
10000,103.35894720413795
