eval_count,score
100,5.573954356442126
400,5.885413687457859
600,5.946877248761959
800,5.993024002841824
900,6.12713054625915
1100,6.219383217005866
1200,6.372477855447239
1300,6.9592659967319594
1600,7.2598897590475175
1800,12.349605048261424
1900,15.369210501894255
2000,18.785524654365723
2200,20.177068320344585
2300,20.325439281541552
2400,21.903076385541183
2500,23.140331631336018
2600,26.65780475901952
2700,30.370018191841375
2800,39.030006799333485
2900,50.217432075169896
3400,78.81521504016101
3900,90.88462239489061
4300,91.30779601218015
4800,91.64902809861228
6600,91.99843602468275
7600,92.26326889180166
7900,92.29220650526051
10000,92.29220650526051
