eval_count,LS_avg_improvement,LS_successful_rate
250,0.37077490201037977,0.3
400,0.38468503440902174,0.25
550,0.4563404553041129,0.26666666666666666
700,0.4585527860305132,0.275
850,0.5783995825108105,0.28
1000,0.7075044991327657,0.2833333333333333
1150,1.0691043170404928,0.2857142857142857
1300,0.9516823446077776,0.2625
1450,0.8996916159014049,0.24444444444444444
1600,0.8180566139135981,0.23
1750,0.824884050147598,0.22727272727272727
1900,0.9604093346340661,0.25
2050,0.9337968027655457,0.23846153846153847
2200,0.8670970311394353,0.22142857142857142
2350,0.8092905623968062,0.20666666666666667
2500,0.7587099022470059,0.19375
2650,0.7140799079971819,0.18235294117647058
2800,0.792625728545411,0.18333333333333332
2950,0.8241705642912761,0.18421052631578946
3100,0.7883250737260065,0.18
3250,0.7656683934038271,0.1761904761904762
3400,0.7368626597444098,0.17272727272727273
3550,0.7048251527990007,0.16521739130434782
3700,0.6754574380990424,0.15833333333333333
3850,0.6484391405750806,0.152
4000,0.6234991736298852,0.14615384615384616
4150,0.6004066116435932,0.14074074074074075
4300,0.5825521957841137,0.1392857142857143
4450,0.5624641890329374,0.13448275862068965
4600,0.5437153827318394,0.13
4750,0.5261761768372639,0.12580645161290321
4900,0.5140337061497009,0.125
5050,0.4984569271754675,0.12121212121212122
5200,0.48379642931736555,0.11764705882352941
5350,0.46997367419401226,0.11428571428571428
5500,0.45691884991084525,0.1111111111111111
5650,0.4555678593156164,0.11081081081081082
5800,0.4435792314388896,0.10789473684210527
5950,0.4322054049917386,0.10512820512820513
6100,0.4214002698669452,0.1025
6250,0.4111222145043367,0.1
6400,0.4013335903494716,0.09761904761904762
6550,0.39200025103901875,0.09534883720930233
6700,0.3830911544244956,0.09318181818181819
6850,0.3745780176595068,0.09111111111111111
7000,0.36643501727560446,0.0891304347826087
7150,0.3586385275463363,0.08723404255319149
7300,0.3511668915557876,0.08541666666666667
7450,0.3440002202995471,0.0836734693877551
7600,0.3371202158935561,0.082
7750,0.3305100155819178,0.0803921568627451
7900,0.32415405374380396,0.07884615384615384
8050,0.31803793952222276,0.07735849056603773
8200,0.3200681277359842,0.07777777777777778
8350,0.31424870723169357,0.07636363636363637
8500,0.3086371231739848,0.075
8650,0.3032224368025113,0.07368421052631578
8800,0.2979944637541922,0.07241379310344828
8950,0.29294371013123977,0.0711864406779661
9100,0.2880613149623858,0.07
9250,0.28333899832365816,0.06885245901639345
9400,0.2787690144797282,0.06774193548387097
9550,0.27434410948798643,0.06666666666666667
9700,0.2700574827772367,0.065625
9850,0.2659027522729715,0.06461538461538462
10000,0.26187392269307797,0.06363636363636363
