eval_count,score
100,4.839992648038033
200,5.133319984230637
400,6.467588786536063
600,13.26231289718683
700,14.882792155720868
1100,21.141294916616953
1200,24.623767032657142
1800,24.796554052508686
2000,25.05421533291469
10000,25.05421533291469
