eval_count,score
100,3.5089448749791154
400,3.656491833814408
600,6.154341383115744
800,10.063729714469
1700,10.311800917080523
2400,12.54895739771425
2600,16.426353861167925
2700,16.577015866743206
3400,19.882538859997425
3500,20.358967061146387
3800,21.870561408635325
4100,24.526559124408262
4300,24.563195299924633
4400,24.93287341519343
4500,31.53798816941777
5300,32.1224713500602
5400,43.90771307063736
7400,43.91106754733468
7600,44.20553735758164
7800,44.321101269179195
8000,45.6748897395219
8100,45.6774365788941
8200,45.69627787165477
8800,47.18711482163995
10000,47.18711482163995
