eval_count,score
100,3.437341953274734
300,3.705172880839647
400,3.938347086418093
800,4.168912505635738
1100,4.435223748016413
2300,8.006982722485864
2400,8.646314482701824
2500,10.882618972443172
2600,24.2622754098856
2700,24.264865415408714
3700,28.427946989499304
5200,28.70013394481545
5300,29.264137574700356
6000,29.983199278151275
6700,30.718921064316405
6900,31.09486219504474
7000,31.21511080909352
7100,31.31378360707488
7400,31.333539160323898
7600,31.38869283049744
7700,31.40854348296279
7800,36.3247745121899
7900,36.33687578869651
8000,41.03890171424609
8100,41.101641399662896
8200,41.282065392647155
8900,42.26036009590281
9300,42.660089714078836
10000,42.660089714078836
