eval_count,score
100,2.8116017384556233
300,3.9769442402087387
1100,5.718786666054286
1300,10.818972600948126
1800,11.78571309305662
1900,13.905240834610808
2000,13.913743609427634
2100,15.26136203767369
2300,15.74026344099383
2400,16.70887359974118
2500,23.258966772720704
2700,24.061485156851646
3000,24.429336667835695
3200,26.452611110134463
3900,31.570218425710035
4000,31.591924263904698
4100,33.132611025954525
4500,33.153591552759394
4800,35.2139369864441
5000,35.806613728358315
5200,36.779200022682744
5300,41.547182586656064
5500,43.21405066415893
6000,43.654916402068224
6100,43.6930468595888
6200,43.69605022404546
6300,43.74290319659953
6400,43.74646918792101
6600,43.760058355314385
6900,44.39858792070025
7900,44.42963848365059
8900,44.59586080820513
10000,44.59586080820513
