eval_count,score
100,3.8361562636528967
300,4.110731901845573
400,13.22387148741897
1400,19.460113160231074
1500,20.468886596990078
2000,23.325586704766806
2100,23.37290947547173
2200,26.15125409867705
2700,26.152209243507127
2800,29.85857535096171
3000,32.80337566031449
3100,35.90237470804383
3200,35.92633823967925
3300,39.21240155352807
3600,44.97022459649608
3700,44.985445244537004
3800,45.004356287427306
3900,45.14446579214451
4000,45.15007558599842
4100,45.86755191848513
4600,46.471092860198254
4700,46.48960516702884
4900,46.497914935548316
5200,46.5168555279613
5300,49.724956576028
5400,49.788457865541545
5700,50.50303535848741
6000,50.512491365905994
6100,50.51813379742072
6200,50.5208854487975
6300,50.52532619707162
6400,50.53539353983752
6600,50.6576690386613
6700,50.91366822405106
7100,50.925883354773376
7300,50.946072927517555
7500,50.947490575587395
8200,51.59654588898858
10000,51.59654588898858
