eval_count,score
6,6.364523375000231
11,6.982148768553749
16,6.982148768553749
21,6.982148768553749
26,6.982148768553749
31,6.982148768553749
36,7.25667547484022
41,7.25667547484022
46,7.25667547484022
51,7.25667547484022
56,7.25667547484022
61,7.25667547484022
66,7.25667547484022
71,7.25667547484022
76,7.25667547484022
81,7.25667547484022
86,7.25667547484022
91,7.25667547484022
96,7.25667547484022
101,7.25667547484022
106,7.25667547484022
111,7.25667547484022
116,7.25667547484022
121,7.25667547484022
126,7.25667547484022
131,7.25667547484022
136,7.25667547484022
141,7.25667547484022
146,7.25667547484022
151,7.25667547484022
156,7.25667547484022
161,7.25667547484022
166,7.25667547484022
171,7.25667547484022
176,7.25667547484022
181,7.25667547484022
186,7.25667547484022
191,7.633833668732128
196,7.633833668732128
201,7.633833668732128
206,7.633833668732128
211,7.633833668732128
216,7.633833668732128
221,7.633833668732128
226,7.633833668732128
231,7.633833668732128
236,7.633833668732128
241,7.633833668732128
246,7.633833668732128
251,7.633833668732128
256,7.633833668732128
261,7.633833668732128
266,7.633833668732128
271,7.633833668732128
276,7.633833668732128
281,7.633833668732128
286,7.633833668732128
291,7.633833668732128
296,7.633833668732128
301,7.633833668732128
306,7.633833668732128
311,7.633833668732128
316,7.633833668732128
321,7.633833668732128
326,7.633833668732128
331,7.633833668732128
336,7.633833668732128
341,16.010649177803025
346,16.010649177803025
351,16.010649177803025
356,16.010649177803025
361,16.010649177803025
366,16.010649177803025
371,16.010649177803025
376,16.010649177803025
381,16.010649177803025
386,16.010649177803025
391,16.010649177803025
396,16.010649177803025
401,16.010649177803025
406,16.010649177803025
411,16.010649177803025
416,16.010649177803025
421,16.010649177803025
426,16.010649177803025
431,16.010649177803025
436,16.010649177803025
441,16.010649177803025
446,16.010649177803025
451,16.010649177803025
456,16.010649177803025
461,16.010649177803025
466,16.010649177803025
471,16.010649177803025
476,16.010649177803025
481,16.010649177803025
486,16.010649177803025
491,16.010649177803025
496,16.010649177803025
501,16.010649177803025
506,16.010649177803025
511,16.010649177803025
516,16.010649177803025
521,16.010649177803025
526,16.010649177803025
531,16.010649177803025
536,16.010649177803025
541,16.010649177803025
546,16.010649177803025
551,16.010649177803025
556,16.010649177803025
561,16.010649177803025
566,25.72681829263861
571,30.592611471402886
576,30.592611471402886
581,30.592611471402886
586,30.592611471402886
591,30.592611471402886
596,30.592611471402886
601,34.267404631361984
606,34.267404631361984
611,34.267404631361984
616,34.267404631361984
621,34.267404631361984
626,34.267404631361984
631,34.267404631361984
636,34.267404631361984
641,34.267404631361984
646,34.267404631361984
651,34.267404631361984
656,34.267404631361984
661,34.267404631361984
666,34.267404631361984
671,34.267404631361984
676,34.267404631361984
681,34.267404631361984
686,34.267404631361984
691,34.267404631361984
696,34.267404631361984
701,34.267404631361984
706,34.267404631361984
711,34.267404631361984
716,34.267404631361984
721,34.267404631361984
726,34.267404631361984
731,34.267404631361984
736,34.267404631361984
741,34.267404631361984
746,37.92599567566537
751,37.92599567566537
756,37.92599567566537
761,38.58092170652507
766,38.58092170652507
771,38.58092170652507
776,38.58092170652507
781,38.58092170652507
786,38.58092170652507
791,38.58092170652507
796,38.58092170652507
801,38.58092170652507
806,38.58092170652507
811,38.58092170652507
816,38.58092170652507
821,38.58092170652507
826,38.58092170652507
831,38.58092170652507
836,38.58092170652507
841,38.58092170652507
846,38.58092170652507
851,38.58092170652507
856,38.58092170652507
861,38.58092170652507
866,38.58092170652507
871,39.87379998189844
876,39.87379998189844
881,39.87379998189844
886,39.87379998189844
891,39.87379998189844
896,39.87379998189844
901,39.87379998189844
906,39.87379998189844
911,39.87379998189844
916,39.87379998189844
921,39.87379998189844
926,39.87379998189844
931,39.87379998189844
936,39.87379998189844
941,39.87379998189844
946,39.87379998189844
951,39.87379998189844
956,39.87379998189844
961,39.87379998189844
966,39.87379998189844
971,39.87379998189844
976,39.87379998189844
981,39.87379998189844
986,39.87379998189844
991,39.87379998189844
996,39.87379998189844
1000,39.87379998189844
1000,39.87379998189844
