eval_count,score
100,2.605642515473364
200,2.6413998376332506
400,3.2973623310484492
500,8.396888304060331
700,10.594810922690739
1000,11.97156476023859
1100,13.122992059481003
1700,18.126288195810496
1900,18.70574540372831
2000,19.750965429412553
2500,19.882671965585526
2600,19.899273986561962
2700,19.998666691189758
2800,20.319849670646178
2900,20.719060327014155
3000,20.738092828522316
3100,24.009360183937698
3200,24.09031981993798
3300,24.63051890710158
3600,26.34246880775429
3700,27.46146458549887
3800,28.363809401126
4000,32.00964881846463
4800,36.26485266153278
4900,36.362318728270516
5000,36.362318728270516
