eval_count,LS_avg_improvement,LS_successful_rate
300,6.348324686716791,0.55
500,4.849419233285833,0.59
700,6.567589187451615,0.56
900,5.64493765679577,0.54
1100,10.389796469828925,0.59
1300,6.581418873653142,0.48
1500,7.7553124806888585,0.52
1700,5.801295704081619,0.36
1900,4.821732567782674,0.33
2100,7.35126482560623,0.63
2300,6.588854729097879,0.46
2500,7.514815912199914,0.53
2700,6.256502813644115,0.47
2900,5.801996603860988,0.47
3100,5.998364796220267,0.47
3300,6.771590570835945,0.56
3500,7.244988736466045,0.46
3700,4.154555810331468,0.37
3900,8.931781801225071,0.5
4100,8.918312474068792,0.51
4300,1.4856387731305787,0.31
4500,5.592146526804714,0.46
4700,6.216051190274746,0.51
4900,6.108915393607857,0.49
5100,4.713753679385861,0.48
5300,4.7996855254585435,0.46
5500,8.08347579353187,0.58
5700,4.088390373956667,0.48
5900,5.868619113988363,0.53
6100,5.260759687342735,0.37
6300,6.15903113344719,0.48
6500,5.889004907722766,0.5
6700,6.5596535320348615,0.47
6900,12.64997057292695,0.65
7100,4.333868608025578,0.33
7300,4.802621392600611,0.45
7500,6.132436120057871,0.45
7700,7.186342200314555,0.55
7900,4.569478728171094,0.48
8100,4.632026814160771,0.56
8300,7.319343372289392,0.55
8500,4.344220645682336,0.46
8700,3.7939820405780758,0.47
8900,4.402284971321093,0.46
9100,7.559189743104169,0.52
9300,6.521319972644588,0.57
9500,6.102207990174795,0.51
9700,9.781782025460902,0.67
9900,3.4593097923259823,0.35
10000,17.230609832750947,1.0
