eval_count,LS_avg_improvement,LS_successful_rate
250,0.3032739879304085,0.3
400,0.8256954048105424,0.5
550,2.498867380630534,0.4
700,0.707232967797853,0.4
850,1.152809515290252,0.5
1000,0.1319326075128231,0.2
1150,0.06015871561161603,0.1
1300,0.3179257601428116,0.5
1450,2.2037804069575717,0.4
1600,0.43271788658497884,0.1
1750,1.6080074162781393,0.4
1900,0.6339972606642625,0.3
2050,1.7883149891445833,0.4
2200,1.435199651815972,0.2
2350,0.5473902725945446,0.3
2500,0.047058842587252056,0.1
2650,0.35180456621639494,0.2
2800,1.2723114866584115,0.1
2950,0.9381152642781594,0.2
3100,0.98341470027149,0.1
3250,1.015059437771028,0.2
3400,0.06246622103914205,0.1
3550,0.03306236613565794,0.1
3700,0.2882253574737657,0.3
3850,1.599141627530852,0.5
4000,0.7402078519286086,0.2
4150,0.711515100880294,0.2
4300,0.8545226623112743,0.4
4450,0.995152225461171,0.2
4600,0.2261591322437404,0.1
4750,1.3192105422259401,0.3
4900,1.3020008496546591,0.3
5050,0.7765246030397523,0.4
5200,1.1150622249647502,0.3
5350,0.44351806563216273,0.2
5500,1.3002271075085983,0.2
5650,0.24427150424351893,0.1
5800,0.8511028676313235,0.2
5950,0.7719900484909786,0.2
6100,2.6705160758898967,0.4
6250,2.041177026414613,0.4
6400,2.020535510548716,0.5
6550,1.797843731348845,0.4
6700,2.8722291614140643,0.1
6850,0.925354028361826,0.2
7000,0.031542722093090704,0.1
7150,0.7038299146053589,0.4
7300,0.29822340286072163,0.1
7450,0.0,0.0
7600,2.660745925338645,0.4
7750,1.6051109366765632,0.3
7900,0.9463739147394822,0.3
8050,0.0,0.0
8200,0.09566773759129746,0.1
8350,1.6060637634553945,0.2
8500,1.7070577735781771,0.3
8650,1.4216277783958344,0.2
8800,0.009793968865499636,0.1
8950,0.14953976213948864,0.2
9100,0.0,0.0
9250,0.0,0.0
9400,0.8091908259255959,0.1
9550,0.0,0.0
9700,0.7100365926443878,0.2
9850,0.0,0.0
10000,1.8816395679608597,0.2
