eval_count,score
100,4.685059643697654
200,5.498354805339455
300,9.230266121432443
400,13.35256867135374
600,26.452312989977838
800,33.924475221785386
900,36.87700327753707
1000,44.748704309596405
1200,47.254249527428506
1500,55.77144685876417
1600,59.95257982816275
1700,62.236150590585254
1900,69.66426959264226
2000,74.19786984100593
2200,79.4571890017664
2500,85.63878552863503
3100,85.66385176235242
3200,85.87659106334293
3500,86.21650148682626
3800,86.22192966667856
4200,86.26302139539229
4400,86.2640504572434
4500,86.26416514302878
4600,86.30945856556791
5500,86.32622895106958
6000,86.36670271601727
6300,86.37641348436419
7700,86.37663393694186
10000,86.37663393694186
