eval_count,LS_avg_improvement,LS_successful_rate
120,0.046512995582790644,0.41
220,0.08628585434079113,0.34
320,0.059008988226124284,0.24
420,0.047417504741228286,0.15
520,0.027386510998816015,0.12
620,0.0467592569574049,0.16
720,0.006471061183686677,0.04
820,0.05767719411270858,0.15
920,0.020078174048201856,0.1
1020,0.04969007910718113,0.09
1120,0.07053217560218018,0.18
1220,0.01968538015659327,0.05
1320,0.010285608139030122,0.05
1420,0.017740934982845777,0.03
1520,0.012622824886895723,0.03
1620,0.011390994291841627,0.04
1720,0.0028410621670419633,0.02
1820,0.003814230101953573,0.02
1920,0.0020811670423290618,0.01
2020,0.005934791790152163,0.02
2120,0.0,0.0
2220,0.0,0.0
2320,0.0,0.0
2420,0.002852479118823403,0.01
2520,0.0,0.0
2620,0.001284523232330601,0.01
2720,0.00020210101305902838,0.01
2820,0.002852479118823403,0.01
2920,0.002852479118823403,0.01
3020,0.0,0.0
3120,0.005704958237646806,0.02
3220,0.005704958237646806,0.02
3320,0.009074855802262513,0.04
3420,0.0012207383820215334,0.01
3520,0.002698273990900084,0.02
3620,0.0006660950583058423,0.01
3720,0.0006660950583058423,0.01
3820,0.0020152320537558843,0.02
3920,0.001998285174917527,0.03
4020,0.0,0.0
4120,0.001098744253372086,0.01
4220,0.0013321901166116845,0.02
4320,0.0,0.0
4420,0.0013321901166116845,0.02
4520,0.0,0.0
4620,0.0,0.0
4720,0.0,0.0
4820,0.0006660950583058423,0.01
4920,0.0,0.0
5020,0.0006660950583058423,0.01
5120,0.0006660950583058423,0.01
5220,0.0006660950583058423,0.01
5320,0.0,0.0
5420,0.001714472999154788,0.01
5520,0.0,0.0
5620,0.0,0.0
5720,0.0,0.0
5820,0.0,0.0
5920,0.0006660950583058423,0.01
6020,0.0,0.0
6120,0.0006660950583058423,0.01
6220,0.0006660950583058423,0.01
6320,0.0006660950583058423,0.01
6420,0.0,0.0
6520,0.0013321901166116845,0.02
6620,0.0,0.0
6720,0.0006660950583058423,0.01
6820,0.0,0.0
6920,0.0,0.0
7020,0.0,0.0
7120,0.0,0.0
7220,0.0006660950583058423,0.01
7320,0.0006660950583058423,0.01
7420,0.0,0.0
7520,0.0,0.0
7620,0.0,0.0
7720,0.0006660950583058423,0.01
7820,0.0006660950583058423,0.01
7920,0.0,0.0
8020,0.0006660950583058423,0.01
8120,0.0006660950583058423,0.01
8220,0.0006660950583058423,0.01
8320,0.0,0.0
8420,0.0,0.0
8520,0.0,0.0
8620,0.0,0.0
8720,0.0,0.0
8820,0.0,0.0
8920,0.0,0.0
9020,0.0,0.0
9120,0.0,0.0
9220,0.0,0.0
9320,0.0,0.0
9420,0.0,0.0
9520,0.0,0.0
9620,0.0,0.0
9720,0.0,0.0
9820,0.0012951644323309264,0.01
9920,0.0,0.0
10000,0.0,0.0
