eval_count,score
20,4.231142152182645
120,4.720892852981377
220,5.431213644624354
520,8.953571086637728
820,10.375460360715854
1120,11.044107496185067
1220,13.22894642775944
1320,24.937753139132177
1420,26.188960862412753
1520,27.429847265190084
1620,35.756988523594636
1720,37.87329534681498
1920,45.58462430728633
2020,46.387404115113256
2320,47.54886918405454
2620,50.128173703787525
2720,64.45614431056292
2920,64.5417360678959
3120,66.63246405176977
8120,66.81862938522431
10000,66.81862938522431
