eval_count,score
20,5.03356501948581
120,5.139661430249178
220,6.738620588367981
320,8.09351120487694
420,14.1045296553415
520,17.770828134492174
620,31.134561134865535
720,32.036860885836916
920,38.37948111100784
1020,41.717616819389924
1120,43.26196683304873
1320,46.18285061112106
1420,46.82010036491521
1620,48.02869499834166
1820,48.773742935079355
2420,50.12277935299808
2720,50.17383241419249
2820,51.533758632416905
3020,54.81945820456204
3620,56.70188715448869
3720,61.281122852460705
4120,61.63658745591334
4320,62.32161264233716
4820,63.323705090659665
10000,63.323705090659665
