eval_count,score
20,4.340400603224702
120,5.0978236682218006
220,5.433967701808484
420,13.87056763516611
620,19.510970601212932
720,23.429924517591516
920,25.16729628477039
1020,25.446386629622147
1120,28.25193517696751
1520,28.951537265545145
1820,29.317094599098297
1920,32.18297933377112
2320,32.216643069815866
2620,32.47194936846764
2920,33.37240678467234
3220,35.12318903035638
3620,35.934319444707064
3720,36.28219497613642
4020,41.46822348896257
4620,42.52556143690591
4720,46.69568279738085
4820,46.813525425207786
5420,47.52377389585326
7520,47.819456928006154
8020,49.70420481739444
10000,49.70420481739444
