eval_count,LS_avg_improvement,LS_successful_rate
700,15.636915388292259,0.68
800,0.6594604471817181,0.1
900,0.6004720886001322,0.14
1000,0.3781065607538988,0.13
1100,0.3551523623655121,0.12
1700,17.44088486130151,0.55
1800,0.4688633237006169,0.1
1900,0.18403955492134771,0.11
2000,0.9957927804205855,0.22
2100,0.18914189281728022,0.05
2700,12.928732779144784,0.49
2800,0.6457136174059512,0.06
2900,0.4185450497610361,0.06
3000,1.6499173775155065,0.16
3100,0.6587492797075476,0.1
3700,6.9268481666993305,0.35
3800,1.0245237700531413,0.08
3900,0.8586175380400346,0.1
4000,0.48031214870996464,0.06
4100,1.019396826445042,0.09
4700,14.542909944234628,0.5
4800,0.0700392950003134,0.03
4900,0.930445025759706,0.11
5000,1.2349339079086306,0.17
5100,1.4734775566993343,0.1
5700,13.201182686293262,0.47
5800,1.159640329519423,0.13
5900,0.8869493479035708,0.11
6000,0.21060956655646543,0.03
6100,2.105865749362634,0.12
6700,10.902981105217563,0.37
6800,0.4443482299853932,0.07
6900,0.673152660787903,0.1
7000,1.4940472834564795,0.14
7100,1.9641908117737388,0.12
7700,19.1956412258855,0.49
7800,1.3555222750442173,0.12
7900,0.6642853936928157,0.08
8000,1.1142703083327448,0.11
8100,0.9897822645037623,0.11
8700,6.539601013268491,0.41
8800,1.0853564868427679,0.1
8900,0.5589616777505804,0.08
9000,0.870013838155385,0.14
9100,0.48375275108916044,0.05
9700,11.779079911130223,0.48
9800,0.34322792940675234,0.05
9900,1.1320847157205032,0.12
10000,1.2127638314403968,0.12
10000,0.0,0.0
