eval_count,score
100,8.897819905872073
200,35.85163214897062
400,36.44712364546255
700,49.52739327164678
1000,57.76178230695818
1100,64.68374661259409
1200,66.8189603475157
2300,67.93206815716462
2400,73.73606669132982
6400,80.55207263010216
7400,86.65746818662888
7500,86.76429144520453
7600,99.79066681975885
9400,119.67235039667632
10000,119.67235039667632
