eval_count,LS_avg_improvement,LS_successful_rate
700,16.76817430151462,0.67
800,0.3546987287190002,0.17
900,2.0280908504426005,0.22
1000,0.32956028845293067,0.06
1100,0.9796132092521235,0.16
1700,9.463711500049078,0.42
1800,0.9608739659449226,0.13
1900,1.2871371676651966,0.18
2000,0.7820005860386527,0.06
2100,1.3191179021109565,0.13
2700,10.373397146290197,0.53
2800,0.6367841526402348,0.14
2900,1.5607542019640166,0.12
3000,0.7304336912359993,0.08
3100,1.0948468440573194,0.14
3700,7.114011336676231,0.38
3800,1.2691416812974197,0.12
3900,0.29619275643765886,0.06
4000,1.3894818103522855,0.16
4100,0.7817925236647745,0.14
4700,8.744282144041131,0.5
4800,0.5524824832428601,0.1
4900,0.4782315063881451,0.08
5000,1.3401883182369776,0.16
5100,0.8533497364644709,0.11
5700,8.440588610015165,0.41
5800,1.1948481371574433,0.13
5900,0.8944347162176786,0.09
6000,1.089145568906211,0.08
6100,1.05000625566767,0.1
6700,12.669098944949795,0.5
6800,1.1804153781474875,0.13
6900,0.48581496879459424,0.04
7000,0.5459013687755483,0.08
7100,0.9715593598270148,0.07
7700,12.920691628710937,0.5
7800,1.3744287059799283,0.16
7900,0.43137838643118814,0.06
8000,0.40313715951177803,0.07
8100,0.6904370333990348,0.05
8700,12.703658051385862,0.4
8800,0.5137523722249301,0.11
8900,0.64828783386118,0.1
9000,0.4425840682571377,0.07
9100,0.8240917611911098,0.07
9700,12.315136292846237,0.39
9800,0.45254216989020934,0.07
9900,0.319509092133149,0.07
10000,0.3005361835157383,0.04
10000,0.0,0.0
