eval_count,score
100,4.872265160166135
300,5.281213319138681
400,5.774562610674783
500,7.136529192688766
1900,7.210454517223026
2000,7.321957606944042
2200,8.010639997328722
4700,8.048830322997999
5700,8.438980663258302
10000,8.438980663258302
