eval_count,score
100,4.539082311850836
200,6.149951216451267
600,6.193065849627514
700,6.420488673909324
800,6.504588690343537
1500,6.76112513636758
2300,6.999938115919629
2700,7.254217606793301
2800,7.368176898381157
2900,7.6177033963132965
3400,7.879749604332026
3700,12.519362049822652
4000,25.710157134099244
4100,27.757481305193927
4800,28.311099474682045
4900,29.23620774862432
5000,31.110469225588083
5100,33.38741980347897
5300,41.592992697420556
5400,45.668035997696244
6400,45.924514205725195
6600,46.81091568674032
6800,47.311937951061296
6900,57.188292277126905
10000,65.46492352371715
10000,65.46492352371715
