eval_count,score
100,4.791992385488706
200,5.036903500764928
300,7.470340200262379
600,9.004369214953424
800,14.302429757821004
1000,25.344693950275907
1700,25.551649682975103
1900,25.692970297675227
2100,27.36199803976623
2200,32.51567727619613
2400,32.98804340050403
2500,35.520555139376604
2600,46.55405951982394
3000,46.591037231308185
4300,47.5758553538632
4600,48.46058436394623
4800,48.54142535134514
5800,51.6444032760328
6500,66.29624331281096
8000,67.18470406375602
9200,67.20624533144338
9400,74.64804987965178
10000,74.64804987965178
