eval_count,similarity
100,0.11120996441279771
200,0.1125634448507208
300,0.1137063206931587
400,0.11484066148219675
500,0.11663744839675176
600,0.11775957064145444
700,0.11981062659746129
800,0.12150936726757235
900,0.12400420862767372
1000,0.1264742554626533
1100,0.1270651292213726
1200,0.1300072488890162
1300,0.13488326466547831
1400,0.13934398540687454
1500,0.1419884114508561
1600,0.14431150293870057
1700,0.14906226285548463
1800,0.1501255595588979
1900,0.15236582573042634
2000,0.15978256659220919
2100,0.17182488440871416
2200,0.17755427062857979
2300,0.17018964971875514
2400,0.16835360378744588
2500,0.17013817281913915
2600,0.17503783646161966
2700,0.17853278511145024
2800,0.17826788441038388
2900,0.1786384502122043
3000,0.18911030288211583
3100,0.18747159521284618
3200,0.19870899368947936
3300,0.20046329294368642
3400,0.2170405317712203
3500,0.22658195400614703
3600,0.23515886287624932
3700,0.23970015689464266
3800,0.23821440258714852
3900,0.24485071526087396
4000,0.2536224458426382
4100,0.26116410602734835
4200,0.25582981890349316
4300,0.25937958499266245
4400,0.26533587769891986
4500,0.2714649234414107
4600,0.25878293601003444
4700,0.25551815985628806
4800,0.25818363898103264
4900,0.24575513851652622
5000,0.25016677785189595
