eval_count,score
100,3.5452729212096616
400,3.5573713117454226
600,3.917626846710421
1000,4.047305176330417
1200,20.24433389114583
1500,20.361844599911347
1600,20.4630410271565
1700,21.065356480378597
1800,24.327094931048357
1900,24.32803447535365
2100,24.524245569046247
2200,24.77783051626977
2500,28.20251446511917
3000,32.277625503006874
3600,33.495632098031685
3900,36.005121410068455
4100,39.145690231736815
4200,39.195679107397034
4900,39.199659096223584
5000,43.18489913434738
5500,44.67822187886979
5600,45.60979404747855
5800,45.78825931842695
5900,45.79438831450392
6100,45.79918843971144
6200,45.83492215119005
6400,49.1629710456555
6500,50.21290123304864
6600,50.2796353934746
6700,52.77942306100461
6800,53.33268950348218
6900,53.39822673923491
7000,58.67939520028575
7200,60.69541327038335
7300,61.785003181643106
7500,62.32031512576766
8100,63.31533049466708
8300,65.39983344826959
10000,65.39983344826959
