eval_count,score
20,17.5708158432076
120,19.333850043263897
220,28.007946121682945
320,42.18031910716337
720,43.76883712956178
1220,47.61140768706932
1520,52.71138496506534
5820,54.934648743503075
8620,55.39157154415539
10000,55.39157154415539
