eval_count,score
20,4.404725554860404
120,5.162032993277257
220,8.48381888735643
320,12.526444713322034
520,15.04081192178044
620,17.181845011476206
720,21.027162263176834
1020,25.26708119032819
1320,25.40439853434277
1420,33.08555187811356
1720,33.834695742735626
1920,37.96553106335743
2520,42.23263094113736
2720,43.1100397535899
3020,44.11001906738134
3720,44.42148591046195
3920,45.09004460882994
4320,45.10347946030739
4720,45.499758830176205
5020,46.64031868193284
5920,51.937094362976865
6020,56.21325179172497
10000,56.21325179172497
