eval_count,score
20,4.017802124747139
120,5.449808803995958
220,5.548467337864209
320,5.737720955860338
420,5.9832810308937106
520,15.056894191638598
820,18.936086741526015
920,24.294124759997512
1220,25.317138901736584
2020,26.29651802639721
2320,27.951280773847756
3220,32.911064562374925
3520,33.57852808480935
3620,36.17270864358831
4020,39.37666504922988
4420,39.551169832819184
4920,40.94781758410752
5520,42.51068788123762
5720,44.71366834457912
5820,46.252358020220996
6920,46.60418932579913
7020,47.443512318896865
7320,47.783992659520784
7820,49.01896080508701
9320,55.29020322788093
9420,55.36391110939492
10000,56.35653447167116
10000,56.35653447167116
