eval_count,score
20,3.898824981400138
120,4.48833450321011
220,5.647300503543005
420,11.427717705773581
520,11.963600594727094
620,19.15911124228514
720,23.963841529035793
920,24.806710352408388
1020,25.224939465131914
1120,25.349791565616247
1220,26.634796847526676
1420,26.720573648214934
1520,30.328362290527725
1820,30.72895893023674
2020,32.67358893449141
2720,34.331476044547706
3320,35.560013310699446
4720,37.63344498744255
6120,38.35064258483709
7020,41.15084276035483
7120,41.91308543126485
7920,43.072038445254144
8020,45.00336269014761
8220,45.679531172499956
8320,46.12128733495595
10000,46.12128733495595
