eval_count,score
20,4.870299934045285
120,5.497793368656732
320,5.687289878256904
420,6.406436990965948
720,6.415322704420425
820,7.009452494485974
1520,10.48188267102164
1620,15.539309295264074
1720,24.574549432570063
2020,29.465104885370867
2120,30.940373467541818
2320,33.106432257311155
2420,39.20438719268402
3020,39.69834682570315
3320,43.081684159174934
4020,45.448610601638464
4420,46.31973108787582
4620,47.463528969394005
4820,52.49829222654904
4920,53.700704628086314
5020,54.056549743150555
5620,54.099160084787
6320,55.52338569604587
6420,56.62994626264957
6520,64.93619614392047
7620,65.25170717093222
10000,65.25170717093222
